hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,wrist_rotation_angle,thumb_angle,index_curl,middle_curl,ring_curl,pinky_curl,index_middle_distance,middle_ring_distance,ring_pinky_distance,ball_index_mcp_distance,ball_middle_mcp_distance,ball_ring_mcp_distance,ball_coverage_ratio,label
RIGHT,BACK,123.79,120.09,123.25,0.1939,0.2885,0.3778,0.2606,0.1219,68.15,-70.68,176.41,123.79,120.09,123.25,138.59,0.1179,0.1394,0.1066,0.5337,0.5943,0.6093,0.3192,off_spin_grip
RIGHT,BACK,59.96,69.0,73.74,0.1431,0.3002,0.2023,0.1489,0.3843,66.72,-66.06,149.46,59.96,69.0,73.74,73.06,0.3495,0.2403,0.1839,0.2029,0.455,0.6526,0.1756,off_spin_grip
RIGHT,BACK,51.45,61.51,68.64,0.1163,0.2504,0.1755,0.1943,0.4384,67.44,-66.23,145.2,51.45,61.51,68.64,67.95,0.3684,0.245,0.1912,0.1912,0.4581,0.6743,0.1849,off_spin_grip
RIGHT,BACK,44.38,53.0,60.25,0.1269,0.2077,0.1204,0.2512,0.4972,68.34,-66.53,144.66,44.38,53.0,60.25,60.4,0.3496,0.2461,0.2049,0.2286,0.4993,0.7277,0.1858,off_spin_grip
RIGHT,BACK,38.36,43.19,52.21,0.1385,0.2223,0.1367,0.2492,0.4923,70.66,-68.35,145.12,38.36,43.19,52.21,54.84,0.3503,0.2453,0.2209,0.1922,0.4606,0.6948,0.193,off_spin_grip
RIGHT,BACK,30.73,38.22,47.59,0.211,0.2587,0.092,0.2409,0.4763,72.38,-69.95,147.44,30.73,38.22,47.59,52.31,0.305,0.2379,0.2033,0.1691,0.428,0.6581,0.1665,off_spin_grip
RIGHT,BACK,26.2,35.41,44.11,0.2316,0.2611,0.0593,0.2491,0.4796,73.17,-70.52,147.49,26.2,35.41,44.11,49.07,0.2901,0.2311,0.2021,0.1672,0.4228,0.6546,0.1542,off_spin_grip
RIGHT,BACK,17.92,26.41,36.79,0.2914,0.3279,0.0896,0.2334,0.458,74.68,-71.73,153.2,17.92,26.41,36.79,45.25,0.2907,0.2272,0.2013,0.1091,0.3672,0.6032,0.1615,off_spin_grip
RIGHT,BACK,13.46,23.47,34.12,0.2941,0.3021,0.0375,0.2465,0.4729,75.27,-72.33,150.99,13.46,23.47,34.12,43.96,0.2624,0.2283,0.2106,0.1181,0.3678,0.608,0.142,off_spin_grip
RIGHT,BACK,11.61,21.2,32.47,0.2898,0.3297,0.0575,0.213,0.4377,75.67,-72.76,150.94,11.61,21.2,32.47,43.81,0.255,0.2301,0.2172,0.067,0.3233,0.5619,0.1352,off_spin_grip
RIGHT,BACK,12.24,21.1,32.75,0.2886,0.2982,0.0738,0.2523,0.4689,76.59,-73.74,152.23,12.24,21.1,32.75,44.78,0.2572,0.2294,0.2088,0.1037,0.3661,0.5975,0.1631,off_spin_grip
RIGHT,BACK,11.6,15.76,30.37,0.3101,0.3432,0.0753,0.2459,0.4607,78.12,-75.05,154.18,11.6,15.76,30.37,45.9,0.2896,0.2228,0.1976,0.0722,0.3275,0.5621,0.1606,off_spin_grip
RIGHT,BACK,13.25,11.0,26.14,0.3164,0.3828,0.1115,0.2409,0.4635,79.03,-75.73,155.26,13.25,11.0,26.14,45.16,0.3367,0.2275,0.1984,0.0635,0.2937,0.5335,0.1762,off_spin_grip
RIGHT,BACK,9.75,9.0,24.2,0.3364,0.3679,0.0519,0.2733,0.4956,79.55,-76.18,155.95,9.75,9.0,24.2,44.06,0.3195,0.2244,0.1974,0.0954,0.3113,0.5535,0.1626,off_spin_grip
RIGHT,BACK,82.15,78.03,83.88,0.3319,0.3866,0.3084,0.1261,0.3359,72.97,-72.15,169.08,82.15,78.03,83.88,91.74,0.3805,0.2219,0.1373,0.2853,0.5218,0.7034,0.2172,off_spin_grip
RIGHT,BACK,95.19,89.62,92.56,0.3384,0.372,0.3485,0.1232,0.3274,71.37,-71.02,169.55,95.19,89.62,92.56,98.04,0.388,0.2296,0.1312,0.3465,0.5753,0.7426,0.2358,off_spin_grip
RIGHT,BACK,98.86,91.38,94.03,0.3472,0.3838,0.368,0.1016,0.3023,71.5,-71.29,169.38,98.86,91.38,94.03,99.69,0.3946,0.2269,0.1316,0.339,0.5663,0.7308,0.2348,off_spin_grip
RIGHT,BACK,96.84,89.37,92.28,0.3491,0.3971,0.3751,0.0857,0.2817,71.87,-71.74,168.99,96.84,89.37,92.28,98.96,0.3913,0.2227,0.1311,0.3214,0.5473,0.71,0.2304,off_spin_grip
RIGHT,BACK,94.8,89.29,91.78,0.3518,0.4007,0.3754,0.0811,0.2759,72.19,-72.06,169.32,94.8,89.29,91.78,97.69,0.3778,0.2296,0.1339,0.318,0.5432,0.705,0.2282,off_spin_grip
RIGHT,BACK,92.74,87.71,90.65,0.3553,0.4012,0.3721,0.0836,0.286,72.34,-72.2,169.51,92.74,87.71,90.65,96.75,0.3798,0.2357,0.133,0.3167,0.5431,0.7069,0.2279,off_spin_grip
RIGHT,BACK,91.44,85.38,88.71,0.3555,0.3927,0.3589,0.0955,0.3073,72.39,-72.23,169.38,91.44,85.38,88.71,94.72,0.3942,0.2317,0.1305,0.3205,0.549,0.7152,0.2272,off_spin_grip
RIGHT,BACK,90.79,85.66,88.84,0.3514,0.4013,0.3599,0.0865,0.2985,72.46,-72.29,169.64,90.79,85.66,88.84,94.87,0.3896,0.2319,0.1318,0.3125,0.5416,0.7079,0.2232,off_spin_grip
RIGHT,BACK,89.4,84.78,87.32,0.3517,0.4104,0.3587,0.0858,0.3044,72.28,-72.06,170.34,89.4,84.78,87.32,92.24,0.392,0.2366,0.1352,0.3078,0.537,0.7039,0.2223,off_spin_grip
RIGHT,BACK,92.3,85.56,89.07,0.3524,0.4054,0.3664,0.0912,0.2994,72.36,-72.12,170.14,92.3,85.56,89.07,94.92,0.4036,0.2245,0.1311,0.3111,0.5383,0.7029,0.2288,off_spin_grip
RIGHT,BACK,18.99,15.14,29.93,0.3845,0.4456,0.0987,0.2552,0.4944,76.23,-73.25,159.73,18.99,15.14,29.93,44.94,0.3483,0.2426,0.2077,0.1421,0.3386,0.5777,0.1769,off_spin_grip
RIGHT,BACK,10.36,8.65,23.4,0.4093,0.4319,0.0404,0.2958,0.5318,76.76,-73.4,159.71,10.36,8.65,23.4,40.98,0.3309,0.2404,0.2096,0.1597,0.3512,0.5978,0.1681,off_spin_grip
RIGHT,BACK,7.73,8.09,22.38,0.4154,0.4169,0.0036,0.3131,0.5492,76.91,-73.45,159.25,7.73,8.09,22.38,41.17,0.3157,0.2398,0.2113,0.1742,0.3685,0.6176,0.1583,off_spin_grip
RIGHT,BACK,10.5,7.17,20.89,0.4027,0.4179,0.0373,0.3155,0.5552,77.18,-73.64,159.59,10.5,7.17,20.89,40.34,0.3439,0.2446,0.2155,0.1729,0.3665,0.6166,0.1764,off_spin_grip
RIGHT,BACK,0.4,4.2,9.49,0.4037,0.4537,0.0674,0.2918,0.5175,78.09,-73.97,155.62,0.4,4.2,9.49,33.17,0.3509,0.2387,0.2229,0.1513,0.2856,0.5437,0.1796,off_spin_grip
RIGHT,BACK,6.18,8.85,3.18,0.3987,0.4278,0.0434,0.3053,0.523,78.61,-74.02,152.54,6.18,8.85,3.18,25.52,0.3356,0.2303,0.2267,0.148,0.2682,0.5331,0.1744,off_spin_grip
RIGHT,BACK,6.95,9.82,0.92,0.385,0.4135,0.0338,0.3041,0.5267,79.17,-74.35,152.0,6.95,9.82,0.92,22.69,0.3334,0.2301,0.2294,0.1559,0.2594,0.5254,0.1689,off_spin_grip
RIGHT,BACK,8.41,10.71,0.25,0.3906,0.4335,0.0543,0.28,0.4971,79.18,-74.34,151.44,8.41,10.71,0.25,22.2,0.3217,0.2293,0.2285,0.1411,0.2256,0.4909,0.1671,off_spin_grip
RIGHT,BACK,8.53,11.73,1.79,0.3946,0.4212,0.0351,0.2975,0.5148,79.51,-74.64,151.96,8.53,11.73,1.79,19.75,0.324,0.2262,0.2258,0.1433,0.2375,0.5005,0.1663,off_spin_grip
RIGHT,BACK,8.17,12.13,2.2,0.393,0.419,0.0315,0.3052,0.5238,79.63,-74.71,152.61,8.17,12.13,2.2,19.32,0.3321,0.2249,0.2282,0.155,0.2447,0.507,0.1683,off_spin_grip
RIGHT,BACK,17.08,20.72,12.87,0.3927,0.4192,0.0495,0.3126,0.5328,81.77,-76.18,150.28,17.08,20.72,12.87,0.84,0.3443,0.2266,0.2439,0.1957,0.2049,0.4653,0.1811,off_spin_grip
RIGHT,BACK,17.24,21.18,14.42,0.3766,0.389,0.0465,0.3449,0.5749,82.42,-76.64,150.82,17.24,21.18,14.42,1.52,0.3658,0.2348,0.2419,0.2082,0.2366,0.4998,0.1957,off_spin_grip
RIGHT,BACK,16.61,20.66,13.89,0.372,0.4014,0.0546,0.3297,0.5612,82.35,-76.62,150.51,16.61,20.66,13.89,0.39,0.367,0.2363,0.2402,0.2098,0.2259,0.4891,0.1922,off_spin_grip
RIGHT,BACK,15.32,18.98,11.96,0.3693,0.4118,0.0693,0.3175,0.5518,82.11,-76.45,150.33,15.32,18.98,11.96,2.66,0.3665,0.2403,0.2382,0.1974,0.2192,0.4895,0.1934,off_spin_grip
RIGHT,BACK,14.17,17.58,10.56,0.362,0.4026,0.0593,0.3148,0.5525,81.97,-76.38,149.93,14.17,17.58,10.56,4.69,0.3598,0.2439,0.2358,0.1965,0.2288,0.4981,0.187,off_spin_grip
RIGHT,BACK,13.72,18.5,12.51,0.3648,0.4014,0.0543,0.3299,0.5711,82.08,-76.41,150.79,13.72,18.5,12.51,2.59,0.3725,0.246,0.2398,0.1977,0.2357,0.505,0.1921,off_spin_grip
RIGHT,BACK,13.92,20.02,13.55,0.3683,0.4041,0.0536,0.3369,0.5712,82.56,-76.79,151.01,13.92,20.02,13.55,0.67,0.3779,0.2388,0.2435,0.1966,0.2306,0.499,0.1952,off_spin_grip
RIGHT,BACK,14.67,21.84,15.26,0.375,0.4122,0.0454,0.336,0.5653,82.99,-77.09,150.53,14.67,21.84,15.26,4.21,0.3761,0.233,0.2429,0.2065,0.2203,0.483,0.1907,off_spin_grip
RIGHT,BACK,14.68,21.43,14.82,0.3772,0.4072,0.0321,0.3409,0.5698,82.81,-76.92,150.49,14.68,21.43,14.82,2.73,0.3724,0.2309,0.2393,0.2178,0.2323,0.4903,0.1865,off_spin_grip
RIGHT,BACK,16.01,19.82,13.0,0.3858,0.4022,0.0313,0.3377,0.5714,82.11,-76.35,150.98,16.01,19.82,13.0,2.05,0.3593,0.2369,0.2373,0.2098,0.2417,0.5035,0.1845,off_spin_grip
RIGHT,BACK,63.07,35.8,45.72,0.3428,0.3117,0.2368,0.3494,0.5926,73.13,-70.24,163.38,63.07,35.8,45.72,59.89,0.4782,0.248,0.1993,0.2879,0.5456,0.7895,0.2931,off_spin_grip
RIGHT,BACK,92.56,65.06,69.44,0.3491,0.384,0.3285,0.2039,0.4508,69.18,-67.75,165.63,92.56,65.06,69.44,78.15,0.4902,0.2486,0.1774,0.2952,0.5469,0.7624,0.2662,off_spin_grip
RIGHT,BACK,107.54,100.51,102.0,0.3044,0.4021,0.3692,0.0545,0.2351,65.34,-65.8,169.17,107.54,100.51,102.0,106.55,0.3425,0.2355,0.1563,0.3658,0.5916,0.7513,0.2119,off_spin_grip
RIGHT,BACK,108.84,101.55,103.12,0.3027,0.4001,0.3692,0.0524,0.2269,65.23,-65.8,169.37,108.84,101.55,103.12,107.77,0.3393,0.2325,0.1539,0.3703,0.5932,0.7491,0.2108,off_spin_grip
RIGHT,BACK,71.69,87.69,83.98,0.2446,0.3264,0.2101,0.0922,0.344,71.22,-71.32,162.12,71.69,87.69,83.98,82.61,0.2762,0.2581,0.158,0.3176,0.5382,0.6992,0.1512,off_spin_grip
RIGHT,BACK,67.81,90.89,86.17,0.221,0.3161,0.1559,0.0634,0.3219,72.93,-72.87,160.32,67.81,90.89,86.17,84.42,0.216,0.259,0.1672,0.2903,0.5077,0.6723,0.1096,off_spin_grip
RIGHT,BACK,64.12,88.44,83.69,0.2307,0.279,0.1299,0.1046,0.358,73.68,-73.45,159.7,64.12,88.44,83.69,81.47,0.2078,0.2605,0.1699,0.3215,0.5355,0.6974,0.1173,off_spin_grip
RIGHT,BACK,58.64,83.23,79.53,0.2484,0.2988,0.1059,0.1447,0.385,74.96,-74.38,159.17,58.64,83.23,79.53,74.18,0.2418,0.2406,0.1685,0.2897,0.499,0.6605,0.1253,off_spin_grip
RIGHT,BACK,33.41,43.95,46.09,0.1784,0.1581,0.0245,0.3167,0.5249,74.71,-69.68,139.77,33.41,43.95,46.09,37.72,0.2972,0.2089,0.1782,0.1994,0.1092,0.3424,0.1706,off_spin_grip
RIGHT,BACK,31.81,43.75,45.09,0.1708,0.1869,0.0538,0.3067,0.5116,74.99,-69.39,139.73,31.81,43.75,45.09,32.12,0.3142,0.2098,0.179,0.1959,0.0873,0.3302,0.1803,off_spin_grip
RIGHT,BACK,18.81,27.09,21.05,0.3089,0.2108,0.1387,0.5238,0.7471,80.96,-74.93,148.64,18.81,27.09,21.05,11.82,0.391,0.2233,0.2165,0.3272,0.4102,0.6415,0.3313,off_spin_grip
RIGHT,BACK,17.55,25.13,17.72,0.3165,0.2554,0.0926,0.4836,0.7173,81.86,-75.77,147.72,17.55,25.13,17.72,9.18,0.3998,0.2343,0.2271,0.3225,0.399,0.6322,0.2881,off_spin_grip
RIGHT,BACK,17.69,25.18,18.74,0.317,0.2287,0.1368,0.5335,0.772,82.77,-76.68,145.32,17.69,25.18,18.74,12.82,0.409,0.2387,0.2351,0.3609,0.4461,0.6786,0.3351,off_spin_grip
RIGHT,BACK,19.36,26.94,21.03,0.3338,0.2258,0.1507,0.5413,0.7807,83.74,-77.57,146.33,19.36,26.94,21.03,15.5,0.3997,0.2405,0.2351,0.3531,0.4377,0.6708,0.346,off_spin_grip
RIGHT,BACK,21.02,28.8,22.89,0.3509,0.2653,0.1331,0.5182,0.7494,84.45,-78.25,147.34,21.02,28.8,22.89,17.49,0.3983,0.2317,0.227,0.3537,0.41,0.6304,0.3257,off_spin_grip
RIGHT,BACK,21.97,29.49,23.62,0.3561,0.2676,0.1374,0.5273,0.7575,84.6,-78.39,148.2,21.97,29.49,23.62,18.51,0.4009,0.2307,0.2269,0.3634,0.42,0.6373,0.3323,off_spin_grip
RIGHT,BACK,6.07,8.81,0.38,0.3729,0.3772,0.0198,0.3392,0.5816,78.57,-73.58,146.04,6.07,8.81,0.38,18.44,0.345,0.2505,0.2365,0.1802,0.3117,0.5798,0.1795,off_spin_grip
RIGHT,BACK,5.03,6.81,2.97,0.3762,0.4204,0.0717,0.2958,0.5326,78.05,-73.22,145.87,5.03,6.81,2.97,22.18,0.3383,0.2513,0.2362,0.139,0.27,0.5432,0.1837,off_spin_grip
RIGHT,BACK,2.44,2.1,8.86,0.3838,0.3652,0.0189,0.3515,0.6024,77.04,-72.54,146.11,2.44,2.1,8.86,30.44,0.3326,0.255,0.2351,0.2059,0.3666,0.6335,0.1852,off_spin_grip
RIGHT,BACK,0.13,0.84,10.64,0.3695,0.3924,0.0326,0.318,0.5686,76.81,-72.36,145.53,0.13,0.84,10.64,32.28,0.3454,0.2551,0.2359,0.1856,0.3381,0.6063,0.1753,off_spin_grip
RIGHT,BACK,0.52,1.0,10.8,0.3791,0.399,0.027,0.3195,0.5708,76.72,-72.27,145.98,0.52,1.0,10.8,33.18,0.3434,0.2553,0.2337,0.1901,0.3383,0.6052,0.1732,off_spin_grip
RIGHT,BACK,0.48,0.89,10.82,0.3791,0.4335,0.076,0.2789,0.5256,76.69,-72.25,145.72,0.48,0.89,10.82,33.11,0.3404,0.2548,0.2329,0.149,0.2918,0.562,0.1774,off_spin_grip
RIGHT,BACK,7.89,6.95,18.45,0.3767,0.3678,0.0106,0.3551,0.6152,75.18,-71.26,150.09,7.89,6.95,18.45,38.75,0.3493,0.2624,0.2382,0.2355,0.4235,0.6837,0.1828,off_spin_grip
RIGHT,BACK,79.01,81.88,82.3,0.2665,0.3018,0.2462,0.1734,0.4105,61.98,-61.99,164.56,79.01,81.88,82.3,84.25,0.356,0.2444,0.1689,0.4006,0.6488,0.8278,0.2098,off_spin_grip
RIGHT,BACK,71.76,76.25,78.1,0.2564,0.2796,0.2146,0.2002,0.4172,64.39,-63.94,160.34,71.76,76.25,78.1,82.86,0.3556,0.2193,0.1727,0.3626,0.6122,0.8007,0.2074,off_spin_grip
RIGHT,BACK,75.8,74.87,76.21,0.2399,0.249,0.2313,0.2174,0.4324,64.81,-64.23,157.17,75.8,74.87,76.21,81.69,0.3748,0.218,0.1751,0.3687,0.6164,0.8045,0.2244,off_spin_grip
RIGHT,BACK,70.65,67.36,70.19,0.2297,0.236,0.2254,0.2484,0.4707,66.05,-65.25,152.84,70.65,67.36,70.19,74.99,0.3912,0.2266,0.184,0.3448,0.5999,0.7956,0.2369,off_spin_grip
RIGHT,BACK,70.86,65.57,66.9,0.204,0.2295,0.2291,0.238,0.467,66.99,-66.1,147.73,70.86,65.57,66.9,70.17,0.4092,0.2303,0.1908,0.3156,0.5728,0.7726,0.2335,off_spin_grip
RIGHT,BACK,71.72,67.83,68.16,0.2193,0.2456,0.237,0.2239,0.4561,67.53,-66.64,151.24,71.72,67.83,68.16,70.22,0.4072,0.2333,0.1903,0.3163,0.5725,0.7725,0.2305,off_spin_grip
RIGHT,BACK,61.12,62.09,63.98,0.2504,0.2458,0.2249,0.242,0.4646,68.93,-68.02,152.9,61.12,62.09,63.98,65.46,0.3731,0.2258,0.1845,0.3227,0.5765,0.7735,0.2334,off_spin_grip
RIGHT,BACK,58.61,63.57,67.2,0.2598,0.2571,0.2074,0.2463,0.4665,70.28,-69.45,154.7,58.61,63.57,67.2,68.02,0.3848,0.2213,0.1687,0.3082,0.5584,0.7537,0.2268,off_spin_grip
RIGHT,BACK,60.29,65.57,69.04,0.2718,0.2618,0.2094,0.2334,0.4532,70.66,-69.86,155.83,60.29,65.57,69.04,71.27,0.3803,0.2208,0.1585,0.3021,0.5501,0.7444,0.2214,off_spin_grip
RIGHT,BACK,61.12,65.61,69.28,0.2714,0.3369,0.2138,0.1757,0.3935,70.71,-69.85,155.5,61.12,65.61,69.28,71.35,0.3843,0.2195,0.161,0.2247,0.4685,0.6673,0.1947,off_spin_grip
RIGHT,BACK,10.64,14.34,4.18,0.3166,0.2744,0.0945,0.5259,0.7853,74.18,-68.79,139.58,10.64,14.34,4.18,6.61,0.4456,0.2599,0.2603,0.3682,0.4984,0.7703,0.3102,off_spin_grip
RIGHT,BACK,14.54,17.36,5.57,0.3373,0.2558,0.1056,0.5543,0.8111,75.13,-69.2,140.58,14.54,17.36,5.57,5.41,0.4528,0.2568,0.2564,0.3685,0.5174,0.8002,0.33,off_spin_grip
RIGHT,BACK,16.83,19.0,7.18,0.3457,0.2234,0.1289,0.582,0.8343,75.69,-69.61,140.31,16.83,19.0,7.18,2.9,0.4531,0.2531,0.25,0.3634,0.5301,0.814,0.3555,off_spin_grip
RIGHT,BACK,16.5,19.59,11.13,0.3279,0.1133,0.2151,0.6261,0.8711,76.71,-70.75,139.2,16.5,19.59,11.13,1.16,0.4127,0.2468,0.2292,0.3368,0.5361,0.8169,0.4206,off_spin_grip
RIGHT,BACK,13.98,16.13,7.35,0.2949,0.1647,0.1534,0.5155,0.7596,77.99,-72.25,137.2,13.98,16.13,7.35,8.25,0.3666,0.2442,0.2306,0.3112,0.4585,0.7237,0.3344,off_spin_grip
RIGHT,BACK,12.08,16.92,28.51,0.2154,0.3867,0.1796,0.1301,0.3586,72.14,-68.82,132.06,12.08,16.92,28.51,39.33,0.3086,0.2297,0.2003,0.1337,0.2372,0.4834,0.1549,off_spin_grip
RIGHT,BACK,8.13,16.5,29.85,0.2535,0.4199,0.199,0.1329,0.3428,71.08,-67.73,133.56,8.13,16.5,29.85,40.43,0.2825,0.2302,0.211,0.0614,0.2225,0.4666,0.1659,off_spin_grip
RIGHT,BACK,92.05,55.24,0.15,0.4566,0.2627,0.2718,0.2035,0.5714,88.98,-85.66,162.64,92.05,55.24,0.15,6.3,0.31,0.6757,0.2788,0.6343,0.5695,0.6969,0.2376,knuckle_ball
RIGHT,BACK,84.81,46.5,0.35,0.4183,0.256,0.2642,0.197,0.5514,89.33,-85.39,160.9,84.81,46.5,0.35,6.43,0.2997,0.6606,0.2809,0.6286,0.5465,0.6696,0.2306,knuckle_ball
RIGHT,BACK,78.04,39.21,0.48,0.4019,0.2118,0.2013,0.2904,0.5938,89.39,-85.46,160.34,78.04,39.21,0.48,5.8,0.3004,0.6374,0.2781,0.5369,0.5054,0.6777,0.2458,knuckle_ball
RIGHT,BACK,78.33,38.39,0.33,0.4062,0.228,0.1858,0.2977,0.6069,89.4,-85.55,157.45,78.33,38.39,0.33,6.14,0.3005,0.6401,0.2811,0.5376,0.5156,0.6919,0.2418,knuckle_ball
RIGHT,BACK,71.86,33.96,0.28,0.3926,0.217,0.1884,0.2906,0.5837,89.94,-85.06,153.2,71.86,33.96,0.28,6.66,0.3017,0.6306,0.2774,0.5194,0.4878,0.6632,0.2395,knuckle_ball
RIGHT,BACK,64.56,27.4,0.46,0.3641,0.2036,0.1676,0.2902,0.5936,89.28,-84.6,151.92,64.56,27.4,0.46,7.2,0.296,0.6163,0.2666,0.4942,0.4744,0.6583,0.2289,knuckle_ball
RIGHT,BACK,68.29,32.31,4.44,0.3912,0.2653,0.2307,0.1736,0.5516,89.37,-84.62,153.06,68.29,32.31,4.44,4.3,0.2942,0.6287,0.2633,0.5637,0.4688,0.5979,0.2022,knuckle_ball
RIGHT,BACK,91.4,62.31,9.56,0.4278,0.1801,0.3058,0.2233,0.5332,89.19,-85.57,161.26,91.4,62.31,9.56,1.03,0.2883,0.6942,0.2624,0.5696,0.4573,0.5604,0.2646,knuckle_ball
RIGHT,BACK,93.03,61.87,13.9,0.4173,0.1493,0.3245,0.1988,0.5311,88.69,-85.73,168.17,93.03,61.87,13.9,5.38,0.2789,0.6923,0.2603,0.5937,0.4665,0.5451,0.2617,knuckle_ball
RIGHT,BACK,92.72,68.62,21.64,0.4561,0.1956,0.3173,0.1928,0.5753,88.1,-85.98,170.59,92.72,68.62,21.64,11.62,0.2846,0.7243,0.2483,0.6097,0.4868,0.5552,0.255,knuckle_ball
RIGHT,BACK,93.85,77.66,24.64,0.4496,0.1652,0.3187,0.2034,0.6113,87.7,-86.1,173.63,93.85,77.66,24.64,13.72,0.2963,0.76,0.2413,0.6178,0.5131,0.5865,0.2611,knuckle_ball
RIGHT,BACK,96.7,87.69,28.2,0.4367,0.175,0.364,0.1578,0.6308,87.71,-85.96,176.82,96.7,87.69,28.2,17.67,0.2912,0.7857,0.2344,0.7039,0.598,0.6355,0.2609,knuckle_ball
RIGHT,BACK,99.04,98.42,31.69,0.4507,0.1406,0.3305,0.2101,0.6362,88.09,-85.55,177.94,99.04,98.42,31.69,21.47,0.2854,0.8093,0.2336,0.6229,0.5406,0.6043,0.2703,knuckle_ball
RIGHT,BACK,104.16,107.32,32.5,0.4616,0.1136,0.3543,0.24,0.6301,87.83,-85.66,177.97,104.16,107.32,32.5,22.95,0.2845,0.8294,0.2345,0.6057,0.5332,0.5979,0.2972,knuckle_ball
RIGHT,BACK,105.63,112.77,32.81,0.4754,0.1089,0.3764,0.2523,0.6339,87.63,-85.68,177.07,105.63,112.77,32.81,24.11,0.2849,0.8558,0.2369,0.6186,0.5495,0.609,0.3143,knuckle_ball
RIGHT,BACK,103.69,109.89,33.31,0.4611,0.0847,0.3778,0.2544,0.6354,87.68,-85.5,178.22,103.69,109.89,33.31,24.67,0.2865,0.8547,0.2348,0.6071,0.541,0.6018,0.3161,knuckle_ball
RIGHT,BACK,103.95,107.13,34.08,0.4627,0.0789,0.3839,0.2568,0.6397,87.71,-85.4,179.15,103.95,107.13,34.08,25.25,0.291,0.856,0.2328,0.5964,0.5309,0.5934,0.3203,knuckle_ball
RIGHT,BACK,74.17,61.55,11.75,0.352,0.1344,0.2472,0.3962,0.6317,89.24,-83.66,163.2,74.17,61.55,11.75,2.51,0.2965,0.696,0.2555,0.3884,0.4093,0.615,0.3217,knuckle_ball
RIGHT,BACK,101.59,112.45,26.34,0.4423,0.3177,0.3853,0.4607,0.4958,84.17,-80.23,159.63,101.59,112.45,26.34,32.42,0.3824,0.7195,0.2892,0.392,0.4587,0.6914,0.423,knuckle_ball
RIGHT,BACK,90.44,34.83,22.25,0.4065,0.2581,0.377,0.4507,0.511,83.99,-79.63,157.55,90.44,34.83,22.25,28.78,0.3726,0.7117,0.2954,0.3955,0.4591,0.6947,0.4139,knuckle_ball
RIGHT,BACK,106.16,90.2,4.85,0.4302,0.1709,0.3214,0.2702,0.6085,86.81,-81.2,165.38,106.16,90.2,4.85,5.0,0.3339,0.7517,0.2737,0.5986,0.5556,0.6987,0.2958,knuckle_ball
RIGHT,BACK,106.91,92.27,14.12,0.4433,0.1575,0.3202,0.2269,0.6171,87.89,-81.71,176.54,106.91,92.27,14.12,2.28,0.3237,0.7517,0.2566,0.6116,0.5488,0.6619,0.2735,knuckle_ball
RIGHT,BACK,112.33,102.04,27.58,0.468,0.1182,0.3985,0.1752,0.6672,89.18,-82.67,178.4,112.33,102.04,27.58,14.52,0.3301,0.8251,0.2315,0.6724,0.6094,0.6784,0.2868,knuckle_ball
RIGHT,BACK,99.76,91.1,37.72,0.4285,0.0426,0.3866,0.1342,0.6558,89.62,-83.79,165.7,99.76,91.1,37.72,20.13,0.3164,0.7791,0.2233,0.6308,0.5841,0.6504,0.2604,knuckle_ball
RIGHT,BACK,100.28,98.69,43.63,0.4249,0.094,0.4023,0.1744,0.6213,88.69,-84.93,165.44,100.28,98.69,43.63,23.92,0.2921,0.7855,0.205,0.588,0.5634,0.627,0.2883,knuckle_ball
RIGHT,BACK,104.41,107.35,50.67,0.4239,0.1216,0.4406,0.2459,0.5704,87.88,-86.29,166.95,104.41,107.35,50.67,34.73,0.2369,0.8157,0.1957,0.5567,0.5459,0.5885,0.3433,knuckle_ball
RIGHT,BACK,103.93,108.93,55.47,0.4244,0.1132,0.4502,0.266,0.5442,87.21,-87.29,167.13,103.93,108.93,55.47,41.93,0.2119,0.8098,0.194,0.542,0.5485,0.5861,0.3581,knuckle_ball
RIGHT,BACK,101.69,104.31,60.76,0.4239,0.1317,0.4661,0.2614,0.5221,85.05,-89.91,168.29,101.69,104.31,60.76,46.74,0.2284,0.7836,0.1824,0.4971,0.5242,0.5685,0.3637,knuckle_ball
RIGHT,BACK,99.77,100.95,64.51,0.4415,0.1391,0.4679,0.2589,0.5318,83.54,-91.99,172.15,99.77,100.95,64.51,50.73,0.2248,0.7903,0.175,0.4669,0.5131,0.5685,0.3634,knuckle_ball
RIGHT,BACK,99.52,101.65,67.54,0.4563,0.1348,0.4699,0.2855,0.5351,82.5,-93.41,173.96,99.52,101.65,67.54,54.15,0.1957,0.8192,0.1717,0.4479,0.507,0.5682,0.3777,knuckle_ball
RIGHT,BACK,98.84,99.8,70.96,0.4467,0.1087,0.4761,0.2743,0.5391,81.59,-94.55,176.32,98.84,99.8,70.96,57.95,0.2082,0.8094,0.1585,0.4608,0.5266,0.5836,0.3752,knuckle_ball
RIGHT,BACK,99.46,101.86,72.2,0.4582,0.1126,0.4726,0.3048,0.5337,81.97,-94.31,179.36,99.46,101.86,72.2,60.52,0.1714,0.8332,0.1563,0.449,0.5172,0.5747,0.3887,knuckle_ball
RIGHT,BACK,99.64,101.19,74.16,0.4632,0.0846,0.4692,0.3133,0.5272,82.73,-93.79,172.91,99.64,101.19,74.16,63.07,0.1565,0.8255,0.1554,0.4559,0.5292,0.5869,0.3912,knuckle_ball
